event_id,ts_raw,warehouse,region,promised_hours,actual_hours,employee_id,shift_id,staff_productivity_score
OPS-D-0000249,1767409740000,WH-N1,North,24.0,22.33,EMP-1084,SH-3,0.74
OPS-D-0000250,2026-01-03T09:15:00+05:30,WH-N1,North,24.0,19.83,EMP-1105,SH-2,0.869
OPS-D-0000251,2026-01-03T10:57:00+05:30,WH-N1,North,24.0,67.12,EMP-1177,SH-3,0.691
OPS-D-0000252,2026-01-03 11:47:00,WH-N1,North,24.0,13.0,EMP-1188,SH-2,0.912
OPS-D-0000253,2026-01-03T12:39:00+05:30,WH-N1,North,24.0,15.92,EMP-1011,SH-1,0.799
OPS-D-0000254,2026-01-03T13:16:00+05:30,WH-N1,North,24.0,20.47,EMP-1274,SH-1,0.826
OPS-D-0000255,2026-01-03T14:11:00+05:30,WH-N1,North,24.0,8.98,EMP-1135,SH-2,0.726
OPS-D-0000256,2026-01-03T15:11:00+05:30,WH-N1,North,24.0,8.55,EMP-1045,SH-2,0.792
OPS-D-0000257,2026-01-03 16:41:00,WH-N1,North,24.0,9.83,EMP-1036,SH-3,0.812
OPS-D-0000258,2026-01-03 17:11:00,WH-N1,North,24.0,19.08,EMP-1399,SH-1,0.89
OPS-D-0000259,2026-01-03 18:35:00,WH-N1,North,24.0,22.53,EMP-1039,SH-3,0.762
OPS-D-0000260,2026-01-03T19:33:00+05:30,WH-N1,North,24.0,21.65,EMP-1199,SH-1,0.753
OPS-D-0000261,2026-01-03 20:57:00,WH-N1,North,24.0,11.91,EMP-1035,SH-1,0.836
OPS-D-0000262,2026-01-03T21:27:00+05:30,WH-N1,North,24.0,12.91,EMP-1242,SH-2,0.891
OPS-D-0000263,2026-01-03T22:13:00+05:30,WH-N1,North,24.0,16.29,EMP-1290,SH-1,0.724
OPS-D-0000264,2026-01-03T23:31:00+05:30,WH-N1,North,24.0,21.81,EMP-1236,SH-1,0.731
OPS-D-0000265,1767378900000,WH-N1,North,24.0,13.38,EMP-1291,SH-2,0.835
OPS-D-0000266,2026-01-03T01:08:00+05:30,WH-N1,North,24.0,12.6,EMP-1012,SH-1,0.654
OPS-D-0000267,2026-01-03T02:51:00+05:30,WH-N1,North,24.0,23.18,EMP-1043,SH-2,0.864
OPS-D-0000268,1767380460000,WH-N2,North,24.0,15.59,EMP-1067,SH-2,0.786
OPS-D-0000269,2026-01-03T01:01:00+05:30,WH-N2,North,24.0,22.33,EMP-1392,SH-2,0.793
OPS-D-0000270,1767386040000,WH-N2,North,24.0,10.3,EMP-1023,SH-2,0.901
OPS-D-0000271,1767389700000,WH-N2,North,24.0,11.12,EMP-1146,SH-3,0.658
OPS-D-0000272,2026-01-03 04:57:00,WH-N2,North,24.0,23.05,EMP-1292,SH-1,0.843
OPS-D-0000273,2026-01-03 05:47:00,WH-N2,North,24.0,13.03,EMP-1177,SH-2,0.654
OPS-D-0000274,2026-01-03 06:56:00,WH-N2,North,24.0,22.48,EMP-1387,SH-1,0.683
OPS-D-0000275,2026-01-03T07:07:00+05:30,WH-N2,North,24.0,16.73,EMP-1392,SH-1,0.649
OPS-D-0000276,2026-01-03 08:33:00,WH-N2,North,24.0,18.77,EMP-1058,SH-1,0.634
OPS-D-0000277,2026-01-03 09:43:00,WH-N2,North,24.0,14.52,EMP-1380,SH-2,0.7
OPS-D-0000278,2026-01-03T10:39:00+05:30,WH-N2,North,24.0,14.19,EMP-1006,SH-3,0.629
OPS-D-0000279,2026-01-03 11:59:00,WH-N2,North,24.0,13.15,EMP-1221,SH-2,0.906
OPS-D-0000280,2026-01-03T12:41:00+05:30,WH-N2,North,24.0,9.56,EMP-1357,SH-1,0.696
OPS-D-0000281,2026-01-03T13:45:00+05:30,WH-N2,North,24.0,16.85,EMP-1108,SH-1,0.776
OPS-D-0000282,1767430380000,WH-N2,North,24.0,9.42,EMP-1348,SH-2,0.677
OPS-D-0000283,2026-01-03T15:22:00+05:30,WH-N2,North,24.0,14.27,EMP-1221,SH-1,1.0
OPS-D-0000284,2026-01-03 16:23:00,WH-N2,North,24.0,12.16,EMP-1210,SH-2,0.801
OPS-D-0000285,2026-01-03T17:19:00+05:30,WH-N2,North,24.0,9.69,EMP-1077,SH-2,0.834
OPS-D-0000286,2026-01-03T18:28:00+05:30,WH-N2,North,24.0,19.3,EMP-1304,SH-3,0.917
OPS-D-0000287,2026-01-03 19:05:00,WH-N2,North,24.0,8.9,EMP-1088,SH-1,0.775
OPS-D-0000288,2026-01-03T20:25:00+05:30,WH-N2,North,24.0,16.83,EMP-1097,SH-1,0.829
OPS-D-0000289,2026-01-03 21:12:00,WH-N2,North,24.0,15.61,EMP-1136,SH-1,0.832
OPS-D-0000290,2026-01-03 22:50:00,WH-N2,North,24.0,18.93,EMP-1258,SH-3,0.662
OPS-D-0000291,2026-01-03T23:31:00+05:30,WH-N2,North,24.0,22.56,EMP-1357,SH-1,0.937
OPS-D-0000292,2026-01-03T00:09:00+05:30,WH-N2,North,24.0,33.76,EMP-1196,SH-2,0.743
OPS-D-0000293,2026-01-03T01:08:00+05:30,WH-N2,North,24.0,9.72,EMP-1273,SH-2,0.747
OPS-D-0000294,2026-01-03T02:59:00+05:30,WH-N2,North,24.0,13.14,EMP-1132,SH-3,0.901
OPS-D-0000295,2026-01-03 00:50:00,WH-S1,South,24.0,20.66,EMP-1306,SH-3,1.0
OPS-D-0000296,2026-01-03T01:16:00+05:30,WH-S1,South,24.0,22.8,EMP-1061,SH-3,0.916
OPS-D-0000297,2026-01-03T02:57:00+05:30,WH-S1,South,24.0,61.09,EMP-1040,SH-1,0.752
OPS-D-0000298,2026-01-03T03:59:00+05:30,WH-S1,South,24.0,10.83,EMP-1319,SH-1,0.605
OPS-D-0000299,2026-01-03 04:43:00,WH-S1,South,24.0,21.17,EMP-1395,SH-3,0.722
OPS-D-0000300,2026-01-03T05:05:00+05:30,WH-S1,South,24.0,14.33,EMP-1113,SH-3,0.833
OPS-D-0000301,2026-01-03T06:34:00+05:30,WH-S1,South,24.0,15.71,EMP-1216,SH-2,0.802
OPS-D-0000302,2026-01-03 07:15:00,WH-S1,South,24.0,9.23,EMP-1084,SH-1,0.865
OPS-D-0000303,2026-01-03T08:30:00+05:30,WH-S1,South,24.0,9.98,EMP-1319,SH-2,0.724
OPS-D-0000304,2026-01-03T09:04:00+05:30,WH-S1,South,24.0,55.16,EMP-1134,SH-2,0.816
OPS-D-0000305,2026-01-03 10:27:00,WH-S1,South,24.0,9.66,EMP-1151,SH-3,0.69
OPS-D-0000306,2026-01-03 11:54:00,WH-S1,South,24.0,17.15,EMP-1050,SH-1,0.706
OPS-D-0000307,2026-01-03T12:21:00+05:30,WH-S1,South,24.0,18.61,EMP-1320,SH-2,0.701
OPS-D-0000308,1767428340000,WH-S1,South,24.0,9.7,EMP-1288,SH-1,0.678
OPS-D-0000309,2026-01-03 14:35:00,WH-S1,South,24.0,21.42,EMP-1353,SH-1,0.955
OPS-D-0000310,2026-01-03T15:34:00+05:30,WH-S1,South,24.0,10.26,EMP-1091,SH-3,0.721
OPS-D-0000311,2026-01-03T16:22:00+05:30,WH-S1,South,24.0,10.47,EMP-1079,SH-2,0.871
OPS-D-0000312,2026-01-03 17:07:00,WH-S1,South,24.0,18.11,EMP-1397,SH-1,0.948
OPS-D-0000313,2026-01-03T18:00:00+05:30,WH-S1,South,24.0,19.25,EMP-1276,SH-1,0.852
OPS-D-0000314,2026-01-03T19:12:00+05:30,WH-S1,South,24.0,14.35,EMP-1170,SH-2,0.829
OPS-D-0000315,2026-01-03T20:11:00+05:30,WH-S1,South,24.0,9.23,EMP-1170,SH-1,0.878
OPS-D-0000316,1767455580000,WH-S1,South,24.0,18.29,EMP-1234,SH-3,0.821
OPS-D-0000317,2026-01-03T22:16:00+05:30,WH-S1,South,24.0,18.08,EMP-1078,SH-3,0.861
OPS-D-0000318,2026-01-03T23:24:00+05:30,WH-S1,South,24.0,8.96,EMP-1023,SH-2,0.813
OPS-D-0000319,1767379260000,WH-S1,South,24.0,23.24,EMP-1351,SH-3,0.75
OPS-D-0000320,2026-01-03T01:59:00+05:30,WH-S1,South,24.0,9.83,EMP-1376,SH-2,0.996
OPS-D-0000321,2026-01-03T02:57:00+05:30,WH-S1,South,24.0,18.51,EMP-1393,SH-3,0.792
OPS-D-0000322,2026-01-03 00:49:00,WH-E1,East,24.0,21.73,EMP-1029,SH-3,0.793
OPS-D-0000323,1767383700000,WH-E1,East,24.0,9.53,EMP-1339,SH-3,0.815
OPS-D-0000324,2026-01-03T02:08:00+05:30,WH-E1,East,24.0,9.16,EMP-1390,SH-2,0.812
OPS-D-0000325,2026-01-03 03:24:00,WH-E1,East,24.0,16.27,EMP-1282,SH-2,0.91
OPS-D-0000326,2026-01-03T04:44:00+05:30,WH-E1,East,24.0,14.05,EMP-1208,SH-2,0.67
OPS-D-0000327,2026-01-03 05:56:00,WH-E1,East,24.0,9.27,EMP-1217,SH-2,0.83
OPS-D-0000328,1767401340000,WH-E1,East,24.0,8.49,EMP-1054,SH-1,0.932
OPS-D-0000329,2026-01-03T07:34:00+05:30,WH-E1,East,24.0,12.4,EMP-1177,SH-2,0.76
OPS-D-0000330,2026-01-03T08:34:00+05:30,WH-E1,East,24.0,18.6,EMP-1064,SH-1,0.704
OPS-D-0000331,2026-01-03T09:39:00+05:30,WH-E1,East,24.0,21.32,EMP-1364,SH-1,0.883
OPS-D-0000332,2026-01-03T10:00:00+05:30,WH-E1,East,24.0,16.16,EMP-1121,SH-3,0.8
OPS-D-0000333,2026-01-03T11:17:00+05:30,WH-E1,East,24.0,19.03,EMP-1213,SH-2,0.814
OPS-D-0000334,2026-01-03T12:17:00+05:30,WH-E1,East,24.0,46.44,EMP-1280,SH-2,0.813
OPS-D-0000335,2026-01-03T13:53:00+05:30,WH-E1,East,24.0,20.92,EMP-1215,SH-1,0.804
OPS-D-0000336,2026-01-03T14:01:00+05:30,WH-E1,East,24.0,9.12,EMP-1220,SH-3,0.655
OPS-D-0000337,2026-01-03T15:05:00+05:30,WH-E1,East,24.0,14.85,EMP-1396,SH-1,0.98
OPS-D-0000338,1767439380000,WH-E1,East,24.0,13.82,EMP-1063,SH-3,0.815
OPS-D-0000339,2026-01-03T17:37:00+05:30,WH-E1,East,24.0,19.06,EMP-1159,SH-2,0.734
OPS-D-0000340,2026-01-03T18:54:00+05:30,WH-E1,East,24.0,27.63,EMP-1306,SH-3,0.807
OPS-D-0000341,2026-01-03 19:35:00,WH-E1,East,24.0,,EMP-1265,SH-1,0.634
OPS-D-0000342,1767451260000,WH-E1,East,24.0,9.02,EMP-1134,SH-1,0.79
OPS-D-0000343,1767455100000,WH-E1,East,24.0,18.2,EMP-1058,SH-1,0.803
OPS-D-0000344,2026-01-03T22:55:00+05:30,WH-E1,East,24.0,15.03,EMP-1231,SH-2,0.816
OPS-D-0000345,2026-01-03T23:36:00+05:30,WH-E1,East,24.0,,EMP-1001,SH-2,0.88
OPS-D-0000346,1767380880000,WH-E1,East,24.0,19.19,EMP-1016,SH-3,0.726
OPS-D-0000347,2026-01-03 01:35:00,WH-E1,East,24.0,10.83,EMP-1365,SH-3,0.87
OPS-D-0000348,1767387060000,WH-E1,East,24.0,13.73,EMP-1075,SH-3,0.884
OPS-D-0000349,1767382020000,WH-W1,West,24.0,79.06,EMP-1228,SH-3,0.797
OPS-D-0000350,2026-01-03 01:16:00,WH-W1,West,24.0,12.25,EMP-1205,SH-2,0.754
OPS-D-0000351,2026-01-03T02:39:00+05:30,WH-W1,West,24.0,20.53,EMP-1223,SH-2,0.822
OPS-D-0000352,2026-01-03T03:14:00+05:30,WH-W1,West,24.0,17.16,EMP-1142,SH-1,0.698
OPS-D-0000353,2026-01-03T04:24:00+05:30,WH-W1,West,24.0,10.23,EMP-1062,SH-1,0.659
OPS-D-0000354,2026-01-03 05:29:00,WH-W1,West,24.0,,EMP-1172,SH-2,0.899
OPS-D-0000355,2026-01-03T06:38:00+05:30,WH-W1,West,24.0,15.11,EMP-1374,SH-1,0.781
OPS-D-0000356,2026-01-03T07:30:00+05:30,WH-W1,West,24.0,17.95,EMP-1276,SH-1,0.806
OPS-D-0000357,2026-01-03T08:07:00+05:30,WH-W1,West,24.0,15.59,EMP-1121,SH-2,0.786
OPS-D-0000358,2026-01-03T09:13:00+05:30,WH-W1,West,24.0,16.53,EMP-1197,SH-3,0.764
OPS-D-0000359,2026-01-03T10:53:00+05:30,WH-W1,West,24.0,9.01,EMP-1142,SH-3,0.882
OPS-D-0000360,2026-01-03 11:35:00,WH-W1,West,24.0,20.84,EMP-1274,SH-2,0.743
OPS-D-0000361,2026-01-03T12:02:00+05:30,WH-W1,West,24.0,,EMP-1026,SH-3,0.943
OPS-D-0000362,2026-01-03T13:49:00+05:30,WH-W1,West,24.0,11.84,EMP-1220,SH-2,0.794
OPS-D-0000363,2026-01-03 14:34:00,WH-W1,West,24.0,34.66,EMP-1074,SH-1,0.823
OPS-D-0000364,1767433440000,WH-W1,West,24.0,64.99,EMP-1221,SH-2,0.665
OPS-D-0000365,2026-01-03T16:14:00+05:30,WH-W1,West,24.0,75.24,EMP-1117,SH-1,0.775
OPS-D-0000366,1767443220000,WH-W1,West,24.0,9.31,EMP-1371,SH-1,0.948
OPS-D-0000367,1767444180000,WH-W1,West,24.0,13.79,EMP-1173,SH-2,0.754
OPS-D-0000368,2026-01-03 19:18:00,WH-W1,West,24.0,18.47,EMP-1228,SH-2,0.816
OPS-D-0000369,2026-01-03T20:44:00+05:30,WH-W1,West,24.0,12.27,EMP-1329,SH-2,0.938
OPS-D-0000370,1767456960000,WH-W1,West,24.0,16.73,EMP-1186,SH-3,0.753
OPS-D-0000371,1767459600000,WH-W1,West,24.0,9.97,EMP-1270,SH-2,0.778
OPS-D-0000372,2026-01-03T23:27:00+05:30,WH-W1,West,24.0,12.19,EMP-1277,SH-2,0.885
OPS-D-0000373,1767378780000,WH-W1,West,24.0,13.97,EMP-1132,SH-3,0.711
OPS-D-0000374,2026-01-03T01:56:00+05:30,WH-W1,West,24.0,19.27,EMP-1356,SH-2,0.802
OPS-D-0000375,2026-01-03T02:45:00+05:30,WH-W1,West,24.0,21.78,EMP-1339,SH-2,0.846
OPS-D-0000376,2026-01-04T00:51:00+05:30,WH-N1,North,24.0,23.49,EMP-1151,SH-3,0.848
OPS-D-0000377,2026-01-04T01:11:00+05:30,WH-N1,North,24.0,9.61,EMP-1365,SH-1,0.876
OPS-D-0000378,2026-01-04T02:14:00+05:30,WH-N1,North,24.0,15.72,EMP-1256,SH-2,0.772
OPS-D-0000379,2026-01-04T03:46:00+05:30,WH-N1,North,24.0,14.76,EMP-1121,SH-3,0.771
OPS-D-0000380,2026-01-04T04:55:00+05:30,WH-N1,North,24.0,16.64,EMP-1347,SH-2,0.938
OPS-D-0000381,1767484680000,WH-N1,North,24.0,17.83,EMP-1047,SH-2,0.989
OPS-D-0000382,2026-01-04 06:00:00,WH-N1,North,24.0,14.54,EMP-1263,SH-1,0.709
OPS-D-0000383,1767491640000,WH-N1,North,24.0,18.24,EMP-1088,SH-3,0.735
OPS-D-0000384,2026-01-04T08:18:00+05:30,WH-N1,North,24.0,21.1,EMP-1265,SH-3,0.729
OPS-D-0000385,2026-01-04T09:15:00+05:30,WH-N1,North,24.0,23.35,EMP-1138,SH-1,0.812
OPS-D-0000386,2026-01-04 10:12:00,WH-N1,North,24.0,,EMP-1123,SH-3,0.876
OPS-D-0000387,2026-01-04T11:50:00+05:30,WH-N1,North,24.0,20.44,EMP-1291,SH-2,0.687
OPS-D-0000388,1767508560000,WH-N1,North,24.0,19.6,EMP-1399,SH-2,0.88
OPS-D-0000389,2026-01-04T13:55:00+05:30,WH-N1,North,24.0,17.28,EMP-1333,SH-1,0.833
OPS-D-0000390,2026-01-04T14:06:00+05:30,WH-N1,North,24.0,11.91,EMP-1345,SH-1,0.763
OPS-D-0000391,2026-01-04 15:23:00,WH-N1,North,24.0,17.48,EMP-1344,SH-3,0.924
OPS-D-0000392,2026-01-04T16:12:00+05:30,WH-N1,North,24.0,18.21,EMP-1368,SH-2,0.853
OPS-D-0000393,2026-01-04 17:12:00,WH-N1,North,24.0,11.4,EMP-1065,SH-2,0.84
OPS-D-0000394,2026-01-04T18:05:00+05:30,WH-N1,North,24.0,19.69,EMP-1122,SH-2,0.802
OPS-D-0000395,2026-01-04T19:53:00+05:30,WH-N1,North,24.0,22.92,EMP-1162,SH-3,0.761
OPS-D-0000396,2026-01-04 20:16:00,WH-N1,North,24.0,11.12,EMP-1046,SH-1,0.782
OPS-D-0000397,2026-01-04T21:25:00+05:30,WH-N1,North,24.0,18.98,EMP-1101,SH-3,0.891
OPS-D-0000398,2026-01-04T22:13:00+05:30,WH-N1,North,24.0,16.6,EMP-1216,SH-1,0.794
OPS-D-0000399,2026-01-04T23:27:00+05:30,WH-N1,North,24.0,9.23,EMP-1329,SH-1,0.86
OPS-D-0000400,2026-01-04T00:05:00+05:30,WH-N1,North,24.0,17.12,EMP-1155,SH-3,0.822
OPS-D-0000401,2026-01-04T01:50:00+05:30,WH-N1,North,24.0,18.02,EMP-1200,SH-3,0.578
OPS-D-0000402,2026-01-04 02:18:00,WH-N1,North,24.0,14.95,EMP-1147,SH-1,0.904
OPS-D-0000403,2026-01-04T00:18:00+05:30,WH-N2,North,24.0,8.46,EMP-1289,SH-1,0.716
OPS-D-0000404,2026-01-04T01:42:00+05:30,WH-N2,North,24.0,14.03,EMP-1278,SH-2,0.768
OPS-D-0000405,2026-01-04T02:46:00+05:30,WH-N2,North,24.0,39.95,EMP-1111,SH-2,0.793
OPS-D-0000406,2026-01-04T03:13:00+05:30,WH-N2,North,24.0,12.76,EMP-1252,SH-3,0.774
OPS-D-0000407,2026-01-04 04:54:00,WH-N2,North,24.0,15.08,EMP-1288,SH-3,0.844
OPS-D-0000408,2026-01-04T05:00:00+05:30,WH-N2,North,24.0,21.09,EMP-1201,SH-2,0.797
OPS-D-0000409,2026-01-04T06:50:00+05:30,WH-N2,North,24.0,18.84,EMP-1021,SH-3,0.742
OPS-D-0000410,2026-01-04T07:19:00+05:30,WH-N2,North,24.0,12.56,EMP-1371,SH-3,0.691
OPS-D-0000411,2026-01-04T08:03:00+05:30,WH-N2,North,24.0,18.21,EMP-1351,SH-1,0.729
OPS-D-0000412,2026-01-04 09:23:00,WH-N2,North,24.0,22.81,EMP-1333,SH-1,0.809
OPS-D-0000413,2026-01-04T10:18:00+05:30,WH-N2,North,24.0,,EMP-1323,SH-1,1.0
OPS-D-0000414,2026-01-04T11:52:00+05:30,WH-N2,North,24.0,15.3,EMP-1138,SH-3,0.783
OPS-D-0000415,1767510720000,WH-N2,North,24.0,18.82,EMP-1365,SH-2,0.878
OPS-D-0000416,2026-01-04 13:18:00,WH-N2,North,24.0,15.31,EMP-1275,SH-2,0.808
OPS-D-0000417,2026-01-04T14:43:00+05:30,WH-N2,North,24.0,8.76,EMP-1313,SH-2,0.685
OPS-D-0000418,2026-01-04T15:00:00+05:30,WH-N2,North,24.0,43.17,EMP-1228,SH-1,0.69
OPS-D-0000419,1767523020000,WH-N2,North,24.0,,EMP-1091,SH-1,0.72
OPS-D-0000420,2026-01-04T17:46:00+05:30,WH-N2,North,24.0,21.41,EMP-1079,SH-3,0.894
OPS-D-0000421,2026-01-04T18:19:00+05:30,WH-N2,North,24.0,19.63,EMP-1282,SH-1,0.855
OPS-D-0000422,2026-01-04T19:48:00+05:30,WH-N2,North,24.0,18.35,EMP-1314,SH-1,0.697
OPS-D-0000423,2026-01-04T20:12:00+05:30,WH-N2,North,24.0,12.08,EMP-1118,SH-2,0.852
OPS-D-0000424,2026-01-04T21:19:00+05:30,WH-N2,North,24.0,11.66,EMP-1165,SH-2,0.941
OPS-D-0000425,2026-01-04T22:16:00+05:30,WH-N2,North,24.0,11.77,EMP-1033,SH-1,0.815
OPS-D-0000426,2026-01-04T23:47:00+05:30,WH-N2,North,24.0,12.14,EMP-1147,SH-3,0.662
OPS-D-0000427,2026-01-04T00:01:00+05:30,WH-N2,North,24.0,16.3,EMP-1214,SH-2,0.649
OPS-D-0000428,2026-01-04 01:41:00,WH-N2,North,24.0,8.74,EMP-1048,SH-2,0.861
OPS-D-0000429,1767473400000,WH-N2,North,24.0,13.19,EMP-1195,SH-3,0.842
OPS-D-0000430,2026-01-04T00:50:00+05:30,WH-S1,South,24.0,9.59,EMP-1105,SH-3,0.76
OPS-D-0000431,2026-01-04 01:25:00,WH-S1,South,24.0,12.25,EMP-1385,SH-3,0.755
OPS-D-0000432,1767472920000,WH-S1,South,24.0,11.0,EMP-1080,SH-1,0.828
OPS-D-0000433,1767477900000,WH-S1,South,24.0,21.58,EMP-1258,SH-2,0.601
OPS-D-0000434,1767481920000,WH-S1,South,24.0,18.1,EMP-1134,SH-2,0.704
OPS-D-0000435,2026-01-04T05:03:00+05:30,WH-S1,South,24.0,11.41,EMP-1387,SH-3,0.783
OPS-D-0000436,1767490080000,WH-S1,South,24.0,13.25,EMP-1349,SH-2,0.874
OPS-D-0000437,2026-01-04T07:50:00+05:30,WH-S1,South,24.0,22.89,EMP-1082,SH-3,0.831
OPS-D-0000438,2026-01-04T08:41:00+05:30,WH-S1,South,24.0,17.49,EMP-1241,SH-1,0.815
OPS-D-0000439,2026-01-04T09:02:00+05:30,WH-S1,South,24.0,11.6,EMP-1026,SH-3,0.782
OPS-D-0000440,2026-01-04 10:03:00,WH-S1,South,24.0,15.7,EMP-1247,SH-2,0.708
OPS-D-0000441,2026-01-04 11:22:00,WH-S1,South,24.0,20.92,EMP-1282,SH-1,0.667
OPS-D-0000442,2026-01-04 12:55:00,WH-S1,South,24.0,10.18,EMP-1358,SH-2,0.948
OPS-D-0000443,2026-01-04T13:01:00+05:30,WH-S1,South,24.0,16.6,EMP-1090,SH-2,0.78
OPS-D-0000444,1767517260000,WH-S1,South,24.0,48.19,EMP-1116,SH-2,0.656
OPS-D-0000445,1767519180000,WH-S1,South,24.0,9.19,EMP-1158,SH-3,0.846
OPS-D-0000446,2026-01-04 16:26:00,WH-S1,South,24.0,19.38,EMP-1390,SH-1,0.676
OPS-D-0000447,2026-01-04T17:40:00+05:30,WH-S1,South,24.0,11.97,EMP-1182,SH-2,0.781
OPS-D-0000448,1767531540000,WH-S1,South,24.0,9.14,EMP-1163,SH-2,0.793
OPS-D-0000449,2026-01-04T19:34:00+05:30,WH-S1,South,24.0,13.21,EMP-1316,SH-2,0.93
OPS-D-0000450,2026-01-04T20:43:00+05:30,WH-S1,South,24.0,10.5,EMP-1360,SH-3,0.813
OPS-D-0000451,2026-01-04T21:18:00+05:30,WH-S1,South,24.0,20.76,EMP-1209,SH-3,0.872
OPS-D-0000452,2026-01-04T22:02:00+05:30,WH-S1,South,24.0,20.59,EMP-1349,SH-3,0.862
OPS-D-0000453,2026-01-04T23:10:00+05:30,WH-S1,South,24.0,17.65,EMP-1214,SH-3,0.846
OPS-D-0000454,2026-01-04T00:23:00+05:30,WH-S1,South,24.0,13.43,EMP-1077,SH-2,0.998
OPS-D-0000455,1767470580000,WH-S1,South,24.0,13.04,EMP-1053,SH-2,0.668
OPS-D-0000456,2026-01-04T02:24:00+05:30,WH-S1,South,24.0,9.92,EMP-1196,SH-3,0.627
OPS-D-0000457,1767465660000,WH-E1,East,24.0,18.44,EMP-1029,SH-1,0.799
OPS-D-0000458,1767471720000,WH-E1,East,24.0,16.0,EMP-1191,SH-3,0.95
OPS-D-0000459,2026-01-04T02:46:00+05:30,WH-E1,East,24.0,9.15,EMP-1048,SH-2,0.689
OPS-D-0000460,2026-01-04T03:24:00+05:30,WH-E1,East,24.0,13.16,EMP-1226,SH-2,0.827
OPS-D-0000461,2026-01-04 04:55:00,WH-E1,East,24.0,23.26,EMP-1109,SH-3,0.73
OPS-D-0000462,2026-01-04T05:23:00+05:30,WH-E1,East,24.0,17.32,EMP-1182,SH-3,0.879
OPS-D-0000463,2026-01-04T06:56:00+05:30,WH-E1,East,24.0,16.58,EMP-1355,SH-1,0.678
OPS-D-0000464,2026-01-04 07:25:00,WH-E1,East,24.0,16.43,EMP-1015,SH-3,0.767
OPS-D-0000465,2026-01-04T08:01:00+05:30,WH-E1,East,24.0,79.93,EMP-1045,SH-2,0.647
OPS-D-0000466,2026-01-04T09:03:00+05:30,WH-E1,East,24.0,22.2,EMP-1025,SH-1,0.62
OPS-D-0000467,2026-01-04T10:28:00+05:30,WH-E1,East,24.0,14.89,EMP-1331,SH-2,0.932
OPS-D-0000468,2026-01-04T11:55:00+05:30,WH-E1,East,24.0,12.64,EMP-1119,SH-3,0.634
OPS-D-0000469,2026-01-04 12:06:00,WH-E1,East,24.0,,EMP-1030,SH-3,0.765
OPS-D-0000470,1767513540000,WH-E1,East,24.0,18.34,EMP-1153,SH-1,0.743
OPS-D-0000471,2026-01-04T14:16:00+05:30,WH-E1,East,24.0,22.71,EMP-1381,SH-3,0.815
OPS-D-0000472,2026-01-04 15:29:00,WH-E1,East,24.0,12.15,EMP-1171,SH-3,0.786
OPS-D-0000473,2026-01-04T16:05:00+05:30,WH-E1,East,24.0,14.65,EMP-1131,SH-2,0.857
OPS-D-0000474,2026-01-04 17:45:00,WH-E1,East,24.0,11.27,EMP-1225,SH-2,0.971
OPS-D-0000475,2026-01-04T18:10:00+05:30,WH-E1,East,24.0,11.82,EMP-1017,SH-1,0.869
OPS-D-0000476,2026-01-04T19:19:00+05:30,WH-E1,East,24.0,9.02,EMP-1149,SH-2,0.644
OPS-D-0000477,2026-01-04T20:30:00+05:30,WH-E1,East,24.0,11.47,EMP-1214,SH-2,0.707
OPS-D-0000478,2026-01-04T21:07:00+05:30,WH-E1,East,24.0,,EMP-1192,SH-1,0.803
OPS-D-0000479,2026-01-04T22:59:00+05:30,WH-E1,East,24.0,20.24,EMP-1179,SH-1,0.667
OPS-D-0000480,2026-01-04T23:01:00+05:30,WH-E1,East,24.0,10.01,EMP-1320,SH-3,0.588
OPS-D-0000481,2026-01-04 00:48:00,WH-E1,East,24.0,19.07,EMP-1051,SH-2,0.729
OPS-D-0000482,1767470400000,WH-E1,East,24.0,10.74,EMP-1055,SH-2,0.875
OPS-D-0000483,2026-01-04T02:56:00+05:30,WH-E1,East,24.0,22.92,EMP-1122,SH-3,0.811
OPS-D-0000484,2026-01-04T00:23:00+05:30,WH-W1,West,24.0,13.03,EMP-1020,SH-1,0.831
OPS-D-0000485,2026-01-04T01:20:00+05:30,WH-W1,West,24.0,19.59,EMP-1329,SH-1,0.71
OPS-D-0000486,2026-01-04T02:34:00+05:30,WH-W1,West,24.0,22.45,EMP-1259,SH-2,0.839
OPS-D-0000487,1767477060000,WH-W1,West,24.0,16.95,EMP-1363,SH-3,0.714
OPS-D-0000488,2026-01-04 04:33:00,WH-W1,West,24.0,,EMP-1201,SH-1,0.739
OPS-D-0000489,2026-01-04T05:43:00+05:30,WH-W1,West,24.0,17.07,EMP-1151,SH-1,0.787
OPS-D-0000490,2026-01-04T06:42:00+05:30,WH-W1,West,24.0,20.85,EMP-1124,SH-1,0.652
OPS-D-0000491,2026-01-04T07:08:00+05:30,WH-W1,West,24.0,12.4,EMP-1238,SH-1,0.788
OPS-D-0000492,2026-01-04T08:40:00+05:30,WH-W1,West,24.0,10.36,EMP-1106,SH-2,0.742
OPS-D-0000493,2026-01-04T09:28:00+05:30,WH-W1,West,24.0,9.73,EMP-1250,SH-2,0.642
OPS-D-0000494,2026-01-04T10:10:00+05:30,WH-W1,West,24.0,19.18,EMP-1125,SH-3,0.633
OPS-D-0000495,2026-01-04T11:28:00+05:30,WH-W1,West,24.0,16.28,EMP-1088,SH-3,0.745
OPS-D-0000496,2026-01-04 12:53:00,WH-W1,West,24.0,12.78,EMP-1364,SH-1,0.954
